reply,category
애가 카라멜맛은 안좋아하는데 바닐라맛은 좋아해요,animal
강아지가 잘먹어요 좋아요,animal
바닐라향이 좋아서 잘 먹어요 양도 좀 많아서 좋아여,animal
좋아요매번구입해요좋아요,animal
아주아주 잘먹어요  싸게잘샀네요  ,animal
강아지들이 너무 좋아해요,animal
애들이 너무 잘 먹어요,animal
생각보다 커요 강아지가 우유를 좋아해서 맨날 같은 브랜드나 강아지 두유도 먹여봤는데 기호성도 좋다해서 다른 우유랑 추가 구매 했네요,animal
강아지가 엄청 좋아해요,animal
늘 사는거에요 강아지가 좋아해요 ,animal
강아지가 너무 잘 먹어요,animal
강쥐가 우유를 조아합니다,animal
기호성은 보통이더라,animal
배송빠르고 아주 좋아요 ,animal
가격이 비싸서 그렇지 엄청 좋아하는 간식입니다 ,animal
강아지가 잘 먹어요 ,animal
아이가 너무 잘 먹는데 너무 비싸요   ,animal
    좋아요   ,animal
항상구매하는상품이에요 만족합니다,animal
사진그대로 좋아요   ,animal
    좋아요    ,animal
입짧은 강쥐가 잘 먹어서 또 구매합니다,animal
입맛 까다로운 우리집 녀석도 잘 먹어요  기호성 강추,animal
저번에 쿠폰 행사 해서 엄청 저렴하게 샀어요 비싸서 자주 못사주지만 이렇게라도 가끔 먹이면 좋아해요,animal
최고예요 ,animal
항상 구매하는 제품입니다    강아지가 잘 먹어요,animal
아이가 너무 잘 먹는데 너무 비싸요   ,animal
배송이 빠르고 좋아요 항상 주문하는 상품입니다   ,animal
샘플로 먹여보고 본품사서 먹여봤는데 잘 먹어요 ,animal
고퀄 사료라고 해서 구매해봅니다  가격이 비싸지만 영양소가 골고루 들어있네요 ,animal
좋아요 잘 받았어요,animal
영양간식으로 하루에 하나씩 급여해주고 있어요  관절과 뼈에 좋다고 하는데 효과는 모르겠지만 꾸준히 주고 있습니다  아이가 맛있게 잘 먹어요 ,animal
자주 구매하는 상품입니다    ,animal
강아지가 잘먹어요  하루한개씩 챙겨준지  년넘었어요  ,animal
강아지가 밥잘안먹을때 섞어주거나  간식으로줘요 항상 안떨어지게 쟁여두는 제품이에요,animal
사랑하는 강아지를 위해샀어요  저희강아지는 잘라서 줘요  먹다가 걸릴까봐요   잘먹네요,animal
영양제겸 간식으로 주는데 하니씩 포장이 과하고 비싸다고 생각하는데 잘먹어서 구매하고 있어요 ,animal
저희 강아지에겐 커서 잘라서 주고 있습니다  말랑하지 않아서 좀 씹어야 하는데 너무 작으면 삼켜서 손으로 잡아주고 먹게 합니다 ,animal
저희 강아지가 넘 좋아하는 간식 ,animal
울 댕댕이 최애간식 입니다,animal
우리 강아지 관절건강을 위해 구매했어요 ,animal
자주 구매하는 상품입니다    ,animal
고관절 안좋은데 이거 먹고 버티는중,animal
빠른배송 감사합니다,animal
자주 구매하는데 배송도 빠르고 좋아요,animal
나이가 많은 우리 강아지를 위해 늘 사는 제품입니다,animal
아기가 잘먹  요 좋아요,animal
쓱배송으로 편하게 배송받아서 좋아요,animal
영양제 효과 있길 바랍니다 ,animal
굳굳재구매예정 배달좋아용,animal
좋아요 좋아요 좋아요,animal
처음구매 했는데 잘 먹어요,animal
강아지가 좋아해서 잘먹어요,animal
저희 사라이가 좋아하는 간식,animal
강아지 뼈건강을 위해서 쭉  먹이고 있어요,animal
울집 강아지 뼈건강 워해서 ,animal
매일 하나씩 급여해주고 있습니다  아주 잘 먹어요 ,animal
울집 강아지 뼈건강 생각해서 매일매일 먹이고 있어요 ,animal
우리 강아지 관절이 너무 않종아 꾸준히 먹이고 있어요,animal
강아지 하루한개씩 꼭챙겨주고있어요 잘게 썰어서 밥에넣어주면 밥도잘먹어요  떨어지지않게 쟁여두는 제품이에요,animal
아이가 너무 잘먹어요 ,animal
처음구매 했는데 잘 먹어요,animal
좋아여  항상 구매해여,animal
반려견이 너무 좋아해요  감사합니다 ,animal
빠른배송 감사합니다,animal
안딱딱하고 잘먹어요 좋아요  ,animal
관절 걱정되서 사줬믄데 잘먹어요,animal
다른곳보다 저렴하고 배송 빨라요,animal
너무좋아하는 영양제입니다,animal
강아지가 잘먹어서 쟁여두는간식이에요  ,animal
우리 강아지 관절을 위해 꾸준히 먹여요 ,animal
포장도 괜찮았고 배송도 빨랐어요 ,animal
강아지 간식겸 영양제로 구매하고 있고 잘 먹습니다 ,animal
관절이 안좋아 계속 먹이고 있어요,animal
우리 강아지 관절을 위해 빼지않고 사서 먹여요 ,animal
강아지가 너무 좋아해요,animal
우리 반려견이 관절이 안좋아 자주 먹이고 있는데 간식처럼 잘먹어요,animal
우리강아지 관절 건강을 위해서 빠지지 않고 구매하는 간식입니다 ,animal
엄마가 필요하시다하셔서 주문했어요  좋은 상품 좋은 가격에 판매해주셔서 감사합니당    ,animal
말랑하니 겅아지가 잘먹어요  늘 재구매하는 제품이에요,animal
상품 받자마자 뜯어보니   개나 있었어요 엄청 말랑 말랑하네요 강아지가 먹기에 수월하겠어요 딱딱한 간식은 아무리 좋은거라도 사실 구매하지 않거든요 아주 맘에 들어요,animal
빠른배송 감사합니다,animal
예전부터먹이고있던제품이에요,animal
세일하길래 두개 구입했어요 ,animal
 그럭저럭 보통입니다,animal
늘 먹이는제품 좋아요,animal
개별포장이라 좋아요 댕댕이가 잘 먹어서 너무 좋습니다 ,animal
후추냄새가 참 많이나요 후추가 들어가진 않았겠지만요   애견 슬개골 탈구 예방 차원으로 먹이고 있는데요 두번째 구매네요,animal
간식겸 영양제로 주고 있어요  잘먹습니다 ,animal
세일할때마다 시키는데 간식처럼 잘 먹어요,animal
저녁에 사료랑 같이 섞여먹이는데 너무잘먹어요 ,animal
맛있나봐요 잘먹어요,animal
우리 강아지 관절용 간식입니다  좋아해요 ,animal
비싸지만 우리아이를 위해,animal
가격이 쌘편이지만 항상 사주고있어요,animal
다른제품 먹다가 포켄스로 바꾸었는데 반려견이 잘 먹네요,animal
잘먹어요  아직애기라 반개씩만 주고있어요  성견되면  개씩 주려구요,animal
우리 강아지 관절 영양 간식이예요 ,animal
항상 먹는 제품이예요,animal
강아지 관절용으로 먹이는데 잘 먹어요 ,animal
우리집 멍멍이 항상 먹는 간식입니다 ,animal
관절용으로 자주 구매해서 먹여요 ,animal
떨어지면 꼭 사는 강아지 관절 간식입니다 ,animal
매번 구입하는 제품입니다 ,animal
강아지가 잘 먹어요,animal
관절간식으로 첨사봤는데 기대돼요,animal
강아지 관절용으로 떨어지지 않게 구매하는 제품이예요 ,animal
잘라서 먹여주면  약같지 않은지 진짜 잘먹어요,animal
좋아요 강아지가 잘 먹어요,animal
강아지 관절옹 간식으로구입했어요 ,animal
관절에 도움될까 싶어 구매해서 먹여요 ,animal
쓸개골 걱정에 관절에 좋은 영양제 구매했는데 하루에 하나씩 잘 먹고 있습니다 ,animal
강아쥐 관절용 간식 자주 사요 ,animal
저희 강아지가 좋아하는 간식이에요   ,animal
울강아지가 노견이라 관절건강을 위해 샀어요 ,animal
저렴한 가격에 잘 샀어요    처음 강아지한테 먹여보는데 정말 잘먹더라구요 다른 종류도 재구매 할 생각있습니다 ,animal
좋아해요 가격도 적당하고 좋습니다,animal
우리집 강아지가 좋아해요 특별 간식입니다,animal
노견인 강아지에 다른 다양한 채소및 기타와 곁들여서 먹이고 있느데 이제 건사료는 안먹어요,animal
강아지가 노견이라 건사료를 잘 안먹는데 이건 정말 좋아해요,animal
노견인 강아지가 닭고기 보다 소고기맛을 더 좋아함,animal
우리애기 넘 잘먹어서 재구매합니다,animal
잘 먹음 아주 음 좋아,animal
노견인 강아지가 정말 잘 먹습니다,animal
노견인 강아지가 잘먹고 있어요,animal
저렴하게 잘 샀어요 ,animal
맨날 구매하는 제품이에요 우리 집에서 항상 쟁겨놓은 제품  강아지가 이거에 환장해요,animal
우리애는 잘 안먹네요 맛있는 냄새가 나는데 왜안먹는지  ,animal
습식사료 엄청 좋아해서 시 는 잘먹는데 이건  냄새맡고 걍 쳐다도 안봅니다   냄새도 그닥 맛있는 냄새가 아닌거같고 다 버렸어요   재료두 평범한거 같던데 이유를 모르겠네요,animal
조아요 자주이용하고있어요,animal
좋은가격에 잘 샀어요  마음에 듭니다 ,animal
늘 애용하는 상품 단골입니다,animal
배송도 빠르고 포장도 잘 되어왔어요,animal
강아지 사료에 추가해서 주는데 잘 먹어요,animal
자주 구매하는 제품입니다 ,animal
처음 먹여봤는데 냄새는 별로지만 아이가 잘먹으니 좋네요  ,animal
자주 구매하는 제품입니다,animal
건식사료에 섞어주는 용도로 구매해요 시저보다 질어서 사료에 비벼주기는 좋은데 기호성은 약간 떨어져요,animal
늘자주 구매하는 상품입니다 반려견이좋아하네요,animal
강아지가 잘 먹어요,animal
엄청 좋아하지는 않네유    ,animal
강아지가 잘 먹음 ,animal
이제 시니어라 부드러운 밥도 챙겨주려고요  ,animal
사료에 섞어서 주면 게눈 감추듯 먹어요 ,animal
더 비싼거도 주어봤는데 싫대요  몰리스가 최고라네요 ,animal
건식 사료에 비벼서 주려고 처음 구매했는데 잘 먹어요   ,animal
강쥐가 잘 먹는 간식이에요,animal
아이가 좋아해요  계속 재구매 중 ,animal
배송빠르고 제품 좋아요,animal
여름에 반려견들입맛없을때 사료랑 조금씩 섞어서급여중이에요,animal
우리 강아지의 간식아니고 주식입니다  사료에 섞어주어야 먹어요  사료만 주면 절대 안먹어요 ,animal
강아지가 좋아해서 자주 사서 먹여요  사료랑 섞어서 주면 잘 먹어요,animal
우리 아이가 가장 좋아하는 간식  주식으로 나왔으면 참 좋았을 것을   ,animal
강아지가 힘이 없길래 사봤는데 잘 먹었으면 좋겠어요,animal
강아지가 요새 입맛이없는지    통조림이랑 섞어줘야겠어요,animal
갈수록 치솟는 강아지간식 값,animal
길냥이 간식으로 엄청 좋아하네요,animal
강아지가 잘 먹어서 가끔 구매합니다,animal
너무 맛있어요 최고에요,animal
강아지가 잘 먹어요  늘 삽니다,animal
싸게 잘샀어요    ,animal
강아지가 잘 먹네요   ,animal
사료 잘 안먹을때 섞어주면 잘 먹어요 ,animal
울강쥐 넘 좋아해요,animal
강아지가 잘먹어요  식욕 없어서 걱정했는데,animal
항상 애용하는 제품입니다   ,animal
좀 물기는하지만 가성비좋아요,animal
울아지들잘억는영양간식입니다,animal
강아지 주려고 샀어요,animal
멍멍이가 좋아해요 ,animal
성견인데 이거 없으면 사료 안먹어요,animal
강아지가 잘 먹는데 세일해서 좋았어요,animal
맛있나 봐요 강아지가 잘 먹어요 ,animal
처음 구매인데 워낙에 습식 사료를 좋아해서 구매해 봅니다,animal
하루에 두통씩 사료에 비벼서 식사를 줍니다  한끼에 한통과 사료를 비벼서  하루에 총 통 먹이는데 강아지가 잘먹어서 좋아요,animal
강아지가 엄청 좋아하고 잘 먹어요,animal
소고기를 샀는데 색깔은 닭가슴살이네요     유명한 그거보단 못하지만 애들이 잘 먹긴하네요   다시 구매는 안할듯  ,animal
강아지가 잘먹어요  ,animal
프로발란스 울강이지가 아주좋아해요 ,animal
강아지가 하루에  개씩 식사로 먹습니다,animal
울강쥐 약 먹을때 섞어줍니다  편해요,animal
반려견이 잘 먹어서 좋아요,animal
안먹을까봐 걱정했는데 잘먹어요  ,animal
안먹을까봐 걱정했는데 잘먹어요  ,animal
강아지 약먹이느라 샀어요 잘먹어요,animal
시저스보다는 별로지만 가성비 있어서 구매해요  입자가 살아있는 시저스에 비해서 정체모를 것들니 그먕 마구 다져있는 상태 ,animal
몰리스 중에  소고기 를 제일 좋아하네요 ,animal
우리 강아지가 너무 잘 먹어요,animal
자주 구매하는 제품입니다 ,animal
강아지가 좋아하네용   ,animal
강쥐가 좋아하는 간식,animal
울 강아쥐가 넘 좋아해요,animal
항상구매합니다 좋아요 ,animal
우리 강아지 잘 먹어요 건사료에 섞어주면 좋아요,animal
감사합니다잘받았습니다,animal
하루 한개씩 막는껌이에요 입냄새 인나고 좋아요,animal
우리 아이들이 잘 먹네요  괜찮은거 같아요 ,animal
울강쥐들이 넘좋아해용,animal
엄청좋아하는 껌 입냄새 별로 안나요   ,animal
산책 후 하나씩 주면 정말 잘먹어요,animal
너무너무 잘 먹어서 자주 구매해요 ,animal
나이가 있어서 이제는 잘게 잘라주는데  여전히 잘 먹고 좋아하는 간식입니다  ,animal
항상 잘 먹는 껌이네요 적당히 말랑말랑한게 무쟈게 잘 먹어용,animal
예전에는 잘먹었는데 요새는 잘안먹어도 입냄새는 이게 잘잡아주는거같아요,animal
칫솔질 대신사용하는 제품 아주 잘먹어요,animal
이거 먹어야입냄새 안나요,animal
양이 커서 큰강아지가 한참 먹어요,animal
강아지가 좋아해서 자주 주문합니다 ,animal
매번시켜용 좋아요 ,animal
반려견이 좋아하는 개껌이라 항상 구입합니다 ,animal
넘넘좋아하는 껌이에요,animal
저희집 강아지가 껌을 이것만 딱 먹어서 떨어지지않게 항상 구비해놓아요,animal
우리집 댕댕이님들 매번 이걸로 관리 잘하고있습니다 ,animal
애들이 완전 좋아해용 ,animal
우리 댕댕이가 좋아해요,animal
우리아가 양치후 또는 양치 대용으로 자기전에 꼭 주는데 좋아해요,animal
항상애용하는제품이에요,animal
우리집강지가 잘먹는 치약껌,animal
정확한 배송에 감사,animal
우리집 강쥐   년째 취향저격 껌  ,animal
강아지 이를 못 닦으니 이걸로 대신하는데 건강에도 좋았으면 하는 바램입니다,animal
아이들이 좋아합니다 ,animal
제일 좋아하는 껌이에요,animal
정확한 배송에 감사,animal
강아지가 발 먹었습니다,animal
우리아가 양치후 또는 양치 대용으로 자기전에 꼭 주는데 좋아해요,animal
울 아이들이 너무 좋아하는 간식이에요  ,animal
나이가 있어서 잘게 잘라주는데  너무나 잘 먹어요  ,animal
좋아요 잘먹어요 세일해서 꼭 구매해요,animal
넘넘 좋아하는 꿈이에요    잘먹어요,animal
강아지가 아쥬좋아해용,animal
항상 이것만 먹어요    다른건 입도안대요   ,animal
잘먹엇어요 감사합니다 ,animal
울강아지 최애템 원뿔로구매,animal
정확한 배송에 감사,animal
저희집 개딸이 좋아해서 매번 구매하는 상품이에요  ,animal
이닦기 싫어하는 우리강쥐 치야껌  냄새제거됨 ,animal
우리 강쥐 양치후 자기전에 개씩 꼭 먹여요,animal
우리 강아지 간식 최고 아이템 입니다,animal
좋아요 만족합니다   ,animal
강아지 껌 중에 젤 잘 먹어요,animal
우리 댕댕이 최애껌,animal
댕댕이들 치약 까까로 주면 진짜 좋아하는데 여기서 살수있어서 좋네요 ,animal
딱딱해서 저희 애들한테는 렌지   초 돌려서 반 가르고 잘라서 줘요  그냥 주면 씹다 그냥 삼켜서 소화안된 채 덩어리로 토해내요 ,animal
울강쥐 최애간식입니다  부드럽고 씹기 좋아서 작게 잘라서 트레이닝 시킬때도 매우 좋습니다  치석방지도 되니 일거양득 그야말로 개이득입니다  ,animal
울 강아지가 좋아해요,animal
정확한 배송에 감사,animal
애기입냄새에 아주너무좋습니다 ,animal
맛좋아요 맛있어요   ,animal
정확한 배송에 감사,animal
자주 주문하는 제품이에요,animal
우리집 강쥐 필수간식,animal
강아지 최애간식인데 쓱배송돼서 넘좋아요,animal
정확한 배송에 감사,animal
좋습니다 만족하고 있습니다 ,animal
원래부터 먹이던 간식이에요  입 냄새도 줄고 다른거보다 먹기도 편한거 같아서 먹이기 시작한지  년 이상 된거 같아요  별탈 없이 잘 먹고 있기도 하고 덴탈 쪽 간식은 이것만 먹여서요  지금도 만족하고 있고 떨어지면 재구매할거에요 ,animal
굳굳굳 잘 왔어요 ,animal
노령견인데 쫄깃하다하나 잘먹어요,animal
우리 댕댕이가 하루에도 몇번씩 달라고 하고 맛있게 잘 먹네요,animal
비싸지만 강아지가 잘먹어요  먹성 좋은 아이지만  양치효과는 잘모르겠어요,animal
우리 강쥐가 이빨이 안 좋아서 부드럽고 좋은 껌이네여   ,animal
우리 강아지들 잘라줄 때 내 어금니로 잘라서 주는데 가끔 이에 끼어서 씹어 먹어보면 자일리톨 저리가 맛,animal
거의 십년째 다른곳에서 사던건데 쓱에 있네요  강쥐두마리가 정말좋아합니다 유일하게주는 간식인데 양치질안해줘도 치석없고 냄새도 안나요 ,animal
노령견이 먹을 수 있는 껌  최고  가격만 제발 내려주세요 ,animal
강아지가 넘 좋아하네용,animal
우리강아지정말좋아하는껌 부드러워서좋아요,animal
우리집 강쥐 치약껌  없으면 안돼요,animal
정확한 배송에 무지하게 감사,animal
잘먹어요 항상 좋아합니다,animal
정확한 배송에 감사,animal
강아지가 좋아하는데 품절 속도 실화에요 ,animal
정확한 배송에 감사,animal
말랑말랑해서 노견인 저희 애기들한테 딱이에요   최애템 등극  ,animal
믿고 먹이는 제품이라 말이 필요엄는 개껌입니다    기호성도 짱 좋아요 ,animal
울강쥐 최애간식  그냥 잘라서 주는데도 입냄새 안나고 치석없네용,animal
정확한 배송에 감사,animal
저희강아지들이 너무잘먹어서 매번주문하는데 가격에비해 양이작은듯해요  주도 먹지못하는거같아요 배송시간도 정확하게 잘지켜주셨는데 기사아저씨 그냥 문앞에배송놔두시고 가시라고 메모까지 남겨놓았는데 저번엔 큰종이봉투 미리 빼고 계단에서부터올라오시더니 이번에도 벨누르시고 전화까지    제메모의 의미가 없는듯 하네요   ,animal
늘 믿고 먹이는 상품이예요 ,animal
정확한 배송에 감사,animal
저희 아이들 최애 간식이에요 ,animal
좋아요 울 강아지 하르애 한개씩   ,animal
넘넘 좋아요 울 강아지가 잘먹어요,animal
아주 잘머거요   ,animal
강아지가 제일 좋아해요   ,animal
강아지가 제일 좋아하는 간식,animal
