reply,category
살짝 부해보이긴하나 괜찮아요,fashion
재고 입고되어서 구입,fashion
따뜻해요 추천합니다,fashion
편하고 이뻐요 보풀도 잘 안생겨요,fashion
부드럽고 예쁩니다 좋네요,fashion
생각보다 길어요 예뻐요 ,fashion
예뻤는데 한번 세탁하니 보풀 일어나고 그렇네요,fashion
도톰하게 하나만 입어도 괜찮아요,fashion
엄청 따뜻하고 입으면 예뻐요 ,fashion
까슬거리지 않고 좋긴한데 정전기가 대박이네여    ,fashion
기장이 저한텐 짧고 정전기가 잘 일어나요,fashion
넘 마음에 드네요 감사합니다   ,fashion
가슴이 생각보다 좀 파여서 추울것같은데    핏은 예쁩니다,fashion
   에    타이트하지 않고 편하게 잘 맞아요 잘 입을거 같아요,fashion
배송빠르고 사진과 똑같이 입었을때도 핏이 살아요    ,fashion
      인데 찰떡이네요 아주 이쁘게 입어질것같아요  잘입으께요,fashion
색시해 보이고 이쁩니다,fashion
좋아요 근데 밝은색으로 할껄 아쉬워요,fashion
떨어지는 느낌이 퍼져서 이쁘지는 않아요,fashion
너무 맘에들어요 다른색으로 또 사려고요,fashion
너무 타이트하지 않고 루즈하게 떨어집니다,fashion
도톰하고 따뜻하고 이뻐요 잘 입고 있어요,fashion
사이즈는      정도 되는것 같고 길이는 살짝 짧아요  저는 키가 크지않으니까 괜찮네요  잘 늘어나서 활동하기 좋고  저는 데이즈 옷 무척 맘에 들어 이것저것 잘 삽니다  가격대비 무난하게 입을수 있고 유행에 뒤지지도 않아요  해마다 나오면 좋겠네요  많이 파세요 ,fashion
허벅지가 굵어 좀 도드라져 보이네요  색상은 예뻐요 ,fashion
배송도 빠르고 좋아요  ,fashion
최고로 편하고 가볍고 따뜻하네요,fashion
바지핏도 예쁘고 너무 편하고 따뜻해요    ,fashion
최고 가성비 바지 깔별로 구매하고 싶습니다,fashion
마음에 들어요  다른 색상도 구입 예정,fashion
연한 브라운에 면바지 느낌이나는 편한 밴딩바지,fashion
신축성있는 밴딩이라 편하게 입기좋아요 ,fashion
배송 빠르고 가격도 좋고 만족스럽습니다 ,fashion
사이즈 넉넉하게 좋아요  신축성도 좋고  올 겨울에 잘 입겠어요 ,fashion
빠른배송감사합니다 ,fashion
상품이 좋아 색상별로 구입합니다 ,fashion
싼 가격에 자주 입기 좋습니다 ,fashion
싸고 바지핏도 마음에 들어요,fashion
사이즈가 좀 크고 길이가 좀 짧아요 신축성은     ,fashion
추운겨울 입으면 될듯 ,fashion
매번 주문 합니다 너무 좋습니다,fashion
모델 사진처럼 갈색은 아니네요 바지는 편합니다 ,fashion
짱편함 쿠폰사용가능 쓱배송 만족 쓱배송 만족,fashion
브라운이 아니고 카키에 가까운 색이네요   ,fashion
짱짱하고 품질도 좋아요,fashion
편하고 따뜻하고 좋아요   ,fashion
따뜻하게 입을게요  ,fashion
배송은 며칠걸렷고 옷걸이 비닐 박스포장 왓는데 마치 누가 입다만거 보낸듯이 새옷같지도 않고 비닐 포장만 쒸워서 보낸거같아서 기분이 나빠요  옷은 매우큽니다    사쥬인데   하나 남아서 삿는데 흔옷같고 사이쥬 너무 크고 아주 별로네요  옷자체는 무난해요 시보리있고 따뜻가볍  겉재질이 약해보여서 날카로운데 긁히면 찢어질듯하고 밍크털은 갠찮아요  벨트 좀허접하공  결론적으로 싸게산거같지가않아요 옷매장에서 입다만옷같은건 좀 팔지맙시다 ,fashion
화면보다 엄청 헤비해요 아이들 롱패딩 입은거 같네요 다운이 불룩불룩  ,fashion
삼주만에 받았습니다  그 과정에서 고객센터에 미친듯 전화 계속했고요  광주 신세계 전화 잘 안되고 일처리 엉망인 것 같습니다  옷은 마음에 들어서 똑같은거를 하나 더 구입하고자 롯데에서 사봤더니 하루만에 받았어요  신세계 다른지점이나 롯데에서 사시길,fashion
눈팅만 하다가 샀는데 아직 추워서 나갈땐 못입었어요  키    인데 길이 약간 짧은 듯 하지만 너무 예뻐요,fashion
길이도 적당하고   사이즈 예쁘게 잘맞아요 ,fashion
예뻐요   적당히 타이트해서 날씬해보여요,fashion
쫌까슬거리긴하지만 쫌쌀쌀할때잘입었어요,fashion
항상주문 합니다 좋아요,fashion
부츠랑 입으면 예쁩니다    맘에 들어요   셋업으로 구매했습니닷,fashion
항아리식이네요   라인인줄알았는데 니트지만 잘필것같지는 않아요 톡톡합니다 검정이라 날씬해보이기는할듯요,fashion
적당히 피팅되고 길이도 좋아요,fashion
배송도 빠르고 소재도 좋고 완전이뻐요,fashion
조아조아 정말 아름다운,fashion
강추에요   핏 진짜 예뻐요,fashion
가디건이랑 세트로 부츠에 신으면 이뻐요,fashion
너무 이쁘네용   ,fashion
가디건이랑 입으니까 넘 예뻐용,fashion
예뻐요  저렴하게 잘 샀어요 ,fashion
맘에들어요 핏도 예쁘고 재질도 좋네요,fashion
좋아요 브라운 고급집,fashion
같이 코디되어 있는 가디건 꼭 사서 입으세요  이뻐용,fashion
예뻐요  다만 배가 없어야 입을 수 있습니당,fashion
리뷰믿고 구매했는데 역시나 예쁘네요 다른색도 구매해야겠어요,fashion
블랙이랑 멜란지 브라운 둘 다 샀는데  멜란지 브라운이 더 고급스러운거 같아요,fashion
생각한 그대로예요  이쁩니다 ,fashion
따뜻하고좋네요  ,fashion
예뻐요 잘 입을 거 같네요,fashion
딱붙지않고적당히좃 습니다,fashion
배송이 빠르고 저렴하게 구입했어요,fashion
질 좋고 색감도 좋은데 목 부분이 조금 쭈굴쭈굴해요  ,fashion
배송 빠르고 좋아요,fashion
약간 꺼끌하지만 그먕,fashion
조끼 속에도 입고 활용도 좋아요,fashion
예뻐요  편하고요  ,fashion
착용감은 좀 따갑지만 라인이 예뻐요,fashion
배송도빠르고좋아용  ,fashion
배송도빠르고너무좋아용  ,fashion
기다린건 상관없지만 완성도는 그닥 좋지는 않아요 어깨에 실이 풀려있는데 귀찮아서 그냥 대충 묶어서 입을려구요 마감이 별로에요 디자인은 맘에 들어요 그리고 소매는 아래 리뷰에 칠부라고 했는데 칠부는 아니고  부 정도로 좀 짧아요 저는 머 괜찮은데 일반적인 소매는 아니에요,fashion
크롭처럼 짧고 하나만 입어도 되고 잎섭 여미지 않아도 되는거라 졸아요,fashion
두께감도살짝있고따뜻해요,fashion
디자인 이쁘고 면도부들거리고좋아요,fashion
촉감좋고 이뻐요   ,fashion
소매가 짧아서 조금 아쉽지만 예뻐요,fashion
너무 이뻐요    자주 입게되는 옷입니다   ,fashion
음 평범한거 같아요,fashion
아직 입어보진 않았지만 촉감 좋네요,fashion
진짜 좋아요 추천해요  ,fashion
핏은 예쁜데 보풀이 많은채로 배송됐고 배송전부터 받기가 상당히 힘들었기에 그냥 입는데 포풀 엄청 올라오는 저렴이 소재입니다 ,fashion
사이즈가 엄청 작아요,fashion
허리라인을 살려주는 핏이 예뻐요,fashion
가성비가좋아요  일단 좋아보입니다 세  새봐야알것같아요 배송빠른편,fashion
프리라서 좀 여유가 있으려나하고 주문했는데 생각보다 슬림해요,fashion
상의 조금 크고요 길이가 많이 길어 아쉬어요 소재는 부드럽고 컬러 만족합니다,fashion
가볍고 부드러워요 ,fashion
이뻐요 근데 입으   입을 수록 살짝 늘어나요,fashion
어디나 어울릴 디자인이에요 저렴하게 잘 샀어요,fashion
생각보다 넉넉한 사이즈네요,fashion
부드럽고 따뜻해서 맘에 들어요,fashion
따뜻하고 길이도 짧지않아 좋네요,fashion
다 좋은데 목 왼쪽에 플라스틱같은 실이 계속 걸려서 너무 따가워요    ,fashion
그레이도 사길 잘했어요,fashion
부드럽고 고급스러워요,fashion
빠르게 잘 받았습니다,fashion
부드럽고 좋아요 이너로 입기 좋아요 ,fashion
가격에 비해 촉감도 부드러워요,fashion
촉감도 좋고 입으면 너무 편해요,fashion
부드럽긴한데 너무 크네요  ,fashion
프리치곤 많이 크네요 ,fashion
좋아요 추천합니다   ,fashion
사이즈 넉넉하고 베이지색상이 넘 예뻐요,fashion
보들보들 회색구입후 세일하길래 오트밀로 하나더,fashion
부드럽고 좋은데 기장이 넘 긴편이네요,fashion
사이즈가 좀 커요  부드러워요,fashion
배송시 쇼핑백도 보내달라고 했는데   안보냈더라고요    상품은 괜찮은거 같아요   배송도 빠르네요,fashion
목 뒤에 연수라고 하는 체온 조절하는 중추 기관이 있음 고로 겨울에는 목을 따뜻하게 하고 다니는게 제일임 그래서 추위를 잘 타는 나는 목티만 입고 다님 목이 길기도 하고 목 뿐만 아니라 다리도 길고 팔도 긴편임  남들이 얼굴도 작고 비율이 좋다고 함 그래서 싼 옷이지만 내가 입으니 비싼 옷 처럼 보인다고 함,fashion
좋아요 좋아요 좋아요 좋아요 좋아요,fashion
원단이 부드럽고 좋아요  ,fashion
군더더기없는 데일리 아이템,fashion
뷰드러운 소재라 아주 맘에들어요,fashion
부드러운소재라 좋아요 스판성도 좋습니다,fashion
배송빠르구요얇지만따뜻할것같아요,fashion
좋은 제품 감사합니다,fashion
하나 샀는데 다른 색깔로 더 사고 싶어서 또 샀음 나처럼 목이 긴 사람은 목티를 입어야 함 가격은 저렴하지만 가격대비 가성비가 좋음 목티 덕분에 겨울동안 코로나는 물론 심한 감기는 안 걸렸음 추울 땐 무조건 목을 따뜻하게 해야 함 목뒤에 체온을 조절하는 중추신경이 있음 연수라고     고등학교 생물 시간에 배웠음 고등학교 졸업한지   년이나 넘었는데 그걸 다 기억하는 내 대단한 기억력,fashion
입어보니 목 밑에 구멍이 있습니다 교환 요청합니다,fashion
촉감이 부드럽고 두께도 두껍지도 얇지도 않으며 적당히 쫀쫀해서 대만족이에요  다른 색으로 재구매하려구요 ,fashion
팔 안쪽에 길다란 실이 붙어있고 마감이 잘 안되었어요  반품 귀찮고 팔 바느질이 크게 터지진 않아 그냥 입습니다,fashion
원단의 부드러움이 정말 좋고 입었을때 불편함이 없어 좋아요 ,fashion
색깔도  착용감도 좋습니다   가지 컬러 구매했습니다 ,fashion
촉감도 좋고 무난한 디자인으로 겨울내 잘 입을 것 같아요  ,fashion
딱 원하던 소재 길이 사이즈 완전 조아요 깔별로 사야징 ,fashion
신축성에비해작게나왔어요 얇은이너정도   더스트스카이   추천하고싶진않아요  ,fashion
짱짱하구 부드럽고 원단이 고급입니다 백화점옷 싸게 잘구입함,fashion
까슬거리지 않아서 만족해요,fashion
색상도 화면과 같고 촉감도 아주 부드럽고 좋아요   애용할듯요   ,fashion
생각했던거 보다 도톰하고 짱짱 해서 잘 늘어나지 않을것 같아요 목을 충분이 감싸줄 길이라서 한겨울에도 따뜻하게 입을수 있네요 색상은 환하니 예쁘긴 한데 호불호가 갈리는 색 이네요,fashion
화면에 보이는 색감이 맘에 들어서 굳이 여기서 샀는데 여기서 보이는 베이지 느낌은 아니예요  노란끼가 많다고 해야하나 어쩌면 살구빛같기도 하구요  그런 베이지예요 ,fashion
니트는 쫀쫀함이 생명인데 오늘 입고 나왔는데 소매가 늘어졌네요 나인이 니트종류가 워낙 많고 예쁜것도 많은데 이번상품은 실패네요  색 예뻐서 맘에 들었는데    ,fashion
질도 넘 보드랍고 넘타잇하면 돼지같아보여서 걱정했는데 신축성이 좋아 괜찮네요 다른색도 사야겠어요 유후,fashion
쨍한 색상이라 예뻐서 주문했어여  검정 슬랙스와 진청에 잘 어울려요  브라운체크무늬 자켓안에 입어도 예쁩니다 ,fashion
부드럽고 생각보다 조이지 않아 좋아요   ,fashion
소재부드러워서 맘에들어요,fashion
검은색이 이쁘고 좋아요 ,fashion
재질이 정말 부드럽고 쫀쫀합니다,fashion
가성비 좋은 제품입니딘,fashion
예뻐요 맘에듭니다  ,fashion
소재 색상 모두 만족합니다,fashion
소재좋고 이쁘네요  사이즈가 적당합니다,fashion
촉감이 너무 좋아서 색까 별로 재주문하고 있어요 ,fashion
목폴라 좋아요   ,fashion
목폴라 저렴해요   ,fashion
보통의 목폴라입니다,fashion
사이즈와 색상은 맘에듭니다  소재가 좀 얇아 쫀쫀함이 없어요  목 부분에 마찰에 보플이 너무 쉽게 생기는게 단점입니다 ,fashion
항상 잘쓰고 있습니다 이제품 말고 다른제품은 더이상 못 쓸 것 같네요  지금까지 써 본 제품 중 최고인 것 같습니다,fashion
색이 밝을까봐 걱정됐는데  어두운 녹색  이어서 흔하지 않고 맘에 들었습니다  블랙 입기 지겨울때 입기 좋아요  소재도 좋습니다,fashion
무난한 아이보리를 몇개 쟁여야해서 샀어요 목있는 부분이 답답하지 않아 자켓속에 이너로 입기 좋아요,fashion
가격대비 강추 두께감도 적당하고 부드러운 감촉에 따뜻해요 혹시나 하는 마음에 구매했는데 탁월한 선택이였어요 베이지랑 크림색 구매했답니다 더 구매한 생각도 조금 있어요,fashion
진짜 제가 찾던 옷이에요 다른색들도 몇개더 사려구요 편하고 목도 조이지 않고 부드러워요,fashion
색깔이 어떨지 실제 색감하고 모니터랑 다를 것 같아서 고민을 많이 했는데 다행하게도 무난하네요 참고하시라고 찍어서 올려봅니다 라벤더 컬러 좋아하는데 보라색도 사볼까 고민중입니다 예쁜 색상들이 많아서 좋은데 품절도 있어서 재입고가 될지는 모르겠지만 된다면 한두개쯤 더 살 수도 있을 것 같습니다 세탁후에도 변질이나 보풀은 없어서 품질도 매우만족합니다 가볍게 데일리로 입기 좋고 심플한 디자인이라 여기저기 입기 좋네요 색깔이 어떨지 실제 색감하고 모니터랑 다를 것 같아서 고민을 많이 했는데 다행하게도 무난하,fashion
약간 노란빛이 나네요 세탁후에도 변형 없기를,fashion
잘 받았습니다 감사합니다,fashion
보이는 색상 그대로네요 사이즈도 좋고 부드럽고 맘에들어 추가 주문했습니다,fashion
저도 입지만 아이도 추울때는 입혀봤어요  탄력이 너무 좋네요,fashion
배송짱 가격짱 정말 대박 완전 강추 합니다 그리고 배송짱 가격짱 정말 대박 완전 강추 합니다,fashion
시그니처 목폴라 신축성도 좋아 데일리로 딱입니다    블랙칼라 너무좋아요,fashion
괜찮아요 따뜻하게 입을 수 있어요 목 까끌거리는거 예민한데 이 옷은 안 그래요,fashion
가격대비 완전좋아요 두께감도 적당하고 부드럽고 따뜻하니 넘 좋아요 세탁도 세탁망에 넣어 하니 보풀도 일지않고 좋아요,fashion
색상이 산뜻하니 넘 예뻐요 포인트되고 좋아요,fashion
목이 너무 짱짱하고 길어서 저같이 목짧고 두턱인 사람에겐 안어울립니다  그냥     인 사람들이 입어야할 옷,fashion
진짜 편하고 부드러운 목티에요 애도 좋아하네요,fashion
무난하게 여기저기 입을만한 기본 티셔츠 찾다가 샀는데 넘 만족스럽고 좋아요 잘 입고 다니고 있어요 ,fashion
청바지랑 입어도 어울리고 맨투맨이나 니트안에 입어도 잘 어울릴 거 같아요  기본템으로 무난하게 잘 입을 거 같아서 맘에 드네요  ,fashion
쫀쫀하고 부드러움  작년에 이어서 새로운 색으로 구입  기존에 다른 나인 니트 더스트 스카이색보다 물빠지고 밝은 색이예요 ,fashion
색상은 이쁘지만 바늘질 퀄리티가 아쉽네요 새옷인데 양쪽 겨드랑이를 다시 바느질하고 입어야했어요   ,fashion
좋습니다 또 구매할 예정,fashion
다른색도 더구매할려고 보고있어요,fashion
가격대비실용적입니다,fashion
아직 입어보지는 않았지만  색은 이쁜 것 같아요  겨울에 입기에는 좀 얇은 듯 한데   이거 입어도 위에 또 뭐 하나 도 입어야겠어요 ,fashion
부드럽고 몸에 딱 맞아 예쁘네요,fashion
부드럽고 사이즈도 알맞아 추가 주문합니다,fashion
재질이 너무 좋습니다  맘에 들어요 ,fashion
따뜻하게 잘 입고 있옹 ,fashion
깔별로 구매합니다 초만족입니다,fashion
색상별로  개 구매  넘 편해요,fashion
잘맞고 스판기있어편해요,fashion
입어보려고 샀어요 ,fashion
편안하고 활동성이좋음,fashion
갠찮음 소재 도 나쁘지 않음,fashion
데일리로 입기 좋아요,fashion
가성비 굿 소매짧지 않고 목안조여요,fashion
부드럽고 목안조이고 딱 좋아요,fashion
절입고 있어요오옹 ,fashion
얇긴 하지만 부드럽고 보풀도 없고 좋아요,fashion
얇긴하지만 소재 부드럽고 보풀도 없고 좋아요,fashion
지인짜 부드러워요 다른색상도 사려고요  ,fashion
부드럽고 얇아요  저렴한 가격에 이너로 입기 괜찮아요 ,fashion
조아조아조앙요조아조아조앙요,fashion
스판기 전혀 없고 주름이 너무 잘 생겨요,fashion
핏이 적당하고 이쁜데 팔쪽 단추가 약해요,fashion
추워져서 안입아봤는데 가격대비 괜찮을거 같애요,fashion
저렴하게 구매했네요 ,fashion
아직 안 입어 봤네요 ,fashion
좋아요  질감 좋고 색상도 좋아요,fashion
좋네요  생각보다 얇긴하지만 가볍게 막 입기좋아요,fashion
가격 딱 고정도 입니다,fashion
화면 그대로 맞구요 한번 세탁후 입으려는 순간 소매 단추 하나 떨어짐요 싸게 샀으니 어쩔수 없죠 예쁘닌깐,fashion
기대보다 괜찮아서 만족합니다 가격이 너무 싸서 막 입으려고 샀는데 역시 이 브랜드가 기본은 하는것 같아요,fashion
하늘거리는 기본 블라우스입니다 품질도 괜찮네요 저에게는 소매가 좀 긴데 전반적으로 만족해요,fashion
포장도 잘 안찢어지게 잘 왔고 디자인도 좋아요  제가 눈이 어두워서 그랬는지카라부분이 일반 셔츠 카라가 아니라 조금 달라용 그래도 예뻐용,fashion
레이온 소재라서 찰랑거리고 칼라에 스티치가 있어 아주 이쁩니다 ,fashion
정말 정말 괜찮은 옷이에요 블랙 품절이라 너무 아쉽,fashion
가장 베이직한 스타일이엥     입기전 드라이 하세요    ,fashion
딸에게 사줬어요  천이 구김이 심한 천이에요  생각보다 편하게 손이 가진 않네요,fashion
면이 얇은편인데 주름이 잘 안없어 지네요  세탁기 말고 손빨래로 말리면 덜주름집니다,fashion
기대한 것보다 더 예쁜 것 같아서 다른 색깔을 골라볼까합니다 ,fashion
천이 부드럽고 카라부분이 레이스모양이 있어 예뻐요 이너로 다양하게 입을 수 있어 좋아요 ,fashion
화면 그대로구요 첨에 블랙샀는데  넘 예쁘고 고급져서 색깔별로 샀지용   ,fashion
화면 그대로구요 예뻐요 싸닌깐 색깔별로 다 샀지용   ,fashion
부들부들 해요  재질은 좋아요  검정이라 필수템 입니다 ,fashion
카라는 내가 원하는 기본카라는 아니지만 사이즈가 맞고 가벼워서 가을에 입기 좋을것 같아요,fashion
개개인의 취향이겠지만 카라에 장식이 좀 전 기본이 좋으네요 ,fashion
재질은 그리 부들 부들하지는 않는것같아요  색상은 그냥 적당합니다,fashion
음 베이지는 좀 아닌것같아요 블랙이나 화이트 할걸 좀 누래보여요 몇년은 입던옷 같다고나 할까요 색상만 잘고르면 옷은 괜찮은거같아요,fashion
생각보다 고급스럽고 핏도 이뻐요,fashion
그냥저냥 반품 귀찮아 보관중,fashion
무난하게 입기좋아요,fashion
단추도 이뻐요 하늘하늘,fashion
좋은 가격 좋은 제품입니다,fashion
배송도 빠르고 안전하게 잘 왔어요   옷도 이뻐요,fashion
가격만킁 입니다  이너로 입으려고 구매,fashion
부드럽고 디자인도 좋아요,fashion
얇아요 잘 다려입으면 이쁠듯   ,fashion
잘 받았습니다   드디어 왔네요,fashion
생각보다 많이   틸 ,fashion
착용감이 아주 좋아요 ,fashion
구김이 가지만 색상 이뻐요 부드러워요 ,fashion
가격싸고 요즘 입기좋고,fashion
가격싸고 요즘입기딱좋고,fashion
광택나는 소재입니다  ,fashion
너무 마음에 들어요 ,fashion
얇은 편이고 좋아요 ,fashion
사진과 같고 검정색옷입을일이 생겨서 저렴히 잘샀어요,fashion
귀엽  부들한 원단이고 소매가 살짝 짧은감 있어요 그래도 마음에 드네요 ,fashion
할인으로 저렴하게 구입했어요 디자인도 사이즈도 맘에 들고 구김도 적어요,fashion
생각보다 얇고 흐물거리는 옷감 안에 입기가 좋아용 카라는 여성스럽고 예뻐요    ,fashion
별로인데 사람들이 왜 이렇게 많이샀죠  아이보리 인데 너무 얇고 흐들거려요,fashion
리뷰가 좋은 것 같아 주문했는데 맘에 들지않아 반품해야할 것 같아요 ,fashion
신축성 없는 프리사이즈라 활동하기 불편할까 걱정했는데 다행히 사이즈는 여유있게 맞습니다,fashion
통통   인데 사이즈 여유있게 맞습니다  약간 광태이 납니다 ,fashion
좋은상품 잘받았습니다,fashion
사이즈가 여성 중년용으로 딱입니다  색깔도 예쁘고 디자인도 좋아요,fashion
어쩜 이리 예쁜 옷이 있을까요  가볍고 색깔도 예뻐요,fashion
좋아요 ,fashion
그냥그래요 ,fashion
시원한 원단이에요 잘 입을게요,fashion
가격대비 좋아요  추천합니다,fashion
기본 스타일 블랙 셔츠입니다,fashion
좋아요  좋아요  좋아요  ,fashion
기본 블랙셔츠 입니다  무난하게 데일리로 입기 좋아요,fashion
스타일 좋네요    ,fashion
조금소매가 저에겐 짧네요 그래도 귀엽고 이뻐요,fashion
좋은 가격에 구입했어요,fashion
베이직 셔츠 검정색 필요했는데 잘 샀네요,fashion
배송도 빠르고 다 좋아요,fashion
사이즈도 괜찮고  편하게 입을 수 있어요,fashion
소매가 너무 길고 구김도 좀 소재는 부드러워요,fashion
색 좋아요 가격 좋아요,fashion
편하고 부드럽고 무난해요,fashion
얇아요 여름에 잘 입을거 같아요,fashion
깔끔하네요  드라이해야할듯  ,fashion
색도 예쁘고 실크 느낌이 나요  디자인 너무 예쁘요 ,fashion
무난합니다 잘 샀어요,fashion
카라에 피콧이 있는 줄 몰랐어요   ,fashion
친구 선물로 줬는데 좋아해서 다행,fashion
올해는 겨울이 빨리 찾아와서 초겨울까지 입을 원피스 찾다가 사게 되었어요 멜란지 베이지가 엄청 마음에 들었는데 아쉽게 품절이더라구요    너무 아쉽   아이보리색 원피스는 너무 많고 평소에 블랙 잘 안입는데 블랙으로 사보았어요 겨울엔 블랙  우선 기본템에 가까운데 소매볼륨이랑 어깨볼륨이 있어서 더 여성스러워 보이구요 길이감도 맘에들어요  소재는 그닥 좋진 않네요   한번 입고나면 보풀 엄청 생길 것 같아요,fashion
너무 예쁘고 잘입고있습니다,fashion
잘 입어요 니트라 좀 살쪄보이긴 하요,fashion
핏이뻐요 사이즈굿이에요,fashion
결혼식때입으려고샀어요 맘에들어요,fashion
생각보다 옷질이 그렇게 좋지는 않은것 같아요 ,fashion
예쁩니다 잘 신고있어요,fashion
제가 좋아하는 스타일의 원피스,fashion
디자인이 너무 이뻐요    근데 정전기가 윽    섬유유연제해서 세탁하면괜찮을듯해요,fashion
겨울에 이거 하나만 입어도 따듯할 거 같아요  길이도 적당하고 가슴 파임도 적당합니다  몸매가 너무 들어나지도 않아요 ,fashion
도톰하고 예뻐요  ,fashion
라인이 일자도아니고 슬림도 아니고 살짝 어정쩡한거 같아요 허리라인도 좀 올라가 있는것 같고   ,fashion
코트 및 패딩안에 입기에 너무 좋습니다,fashion
날씬해보여요  그런데 보플생겨요 ,fashion
그냥 그래요 저랑은 잘 안어울리는 거 같아요,fashion
사진으로 보이는것보다 실제상품은 훨씬 더 두꺼운 느낌입니다  외투나 패딩안에 입으려고 구입했는데 상당히 두께감이 있습니다  목부분은 자연스럽게 늘어뜨려도 이쁩니다 ,fashion
겨울에 구입   따뜻하고 좋아요 ,fashion
그냥 쏘쏘해요    ,fashion
이쁜데 짧아요 딸 줬어요,fashion
색상도 핏도 이뻐요,fashion
